username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Ry,169700244,San Francisco,1/22/2023 10:57,"Monterey Park shooting at a lunar new year celebration, people really can’t enjoy their lives in public anymore. Depressing AF",0,Twitter for iPhone,
wait for,1.43409E+18,"San Francisco, CA",1/22/2023 10:55,@HuaweiMobile I wish you a happy New Year,0,Twitter for Android,
wait for,1.43409E+18,"San Francisco, CA",1/22/2023 10:55,"@HuaweiMobile Saw these.I think you will release a Bluetooth headset for the Year of the Rabbit.Come on, Chinese Ne�?https://t.co/iPlqmhbZec",0,Twitter for Android,
Unison,3009538032,"San Francisco, CA",1/22/2023 10:49,Happy Lunar New Year! May this new year bring you both good health and good fortune! https://t.co/c5t5aOzLGn,0,Sprout Social,
zhagao,340558711,"San Francisco, CA",1/22/2023 10:31,"@JamesLimmer @Factschaser I was in my friends house dinner today for Chinese new year, we just talk about after Aus�?https://t.co/QT2nGbwryj",0,Twitter for iPhone,
Sam Carpenter,1688997330,"San Francisco, CA",1/22/2023 10:19,@BernieTranders @DpDormouse Congrats! Praying that the lunar new year will bring me similar blessing...,0,Twitter Web App,
Libra,2537731,94107,1/22/2023 10:13,The 3 Zodiac Signs Who Are Luckiest In Love During The 2023 Chinese Lunar New Year Of The Rabbit�?https://t.co/MDdioVNT2G,0,SocialDog for Twitter,
abe 🥷🏽,7.5124E+17,"Oakland, CA",1/22/2023 10:13,Fuck Chinese New Year 💯,0,Twitter for iPhone,
"Lovings Webmistress, backup",54134190,San Francisco,1/22/2023 10:10,"Oh. Another mass shooting, this one targeting Lunar New Year celebration. Wish those who groom shooters were held a�?https://t.co/Z58Ot2eTOz",0,Twitter Web App,
🐰YEAR OF THE YUMA🐰,2479290181,"San Francisco, CA",1/22/2023 10:04,jesus fucking christ theres been a shooting during lunar new year festivites this shit is just neverending,0,Twitter for iPhone,
SCCM Surgery Section,1.44112E+18,,1/22/2023 10:03,Happy Chinese Lunar New Year 🧧 ⁦@SCCM�? ⁦@SCCM_CPP�? ⁦@SCCM_Research�?⁦@SCCMPresident�?⁦@SCCM_Neuro�?⁦@SCCM_Anesth⁩�?https://t.co/zbLsxmXt8G,2,Twitter for iPhone,
Tim,1.39891E+18,"San Francisco, CA",1/22/2023 9:55,Happy Chinese New Year!,0,Twitter for iPhone,
Point Of Intersect-Technology X Humanities,2817438824,"San Francisco, California",1/22/2023 9:53,"HipCounsel: Happy New Year!
The year of the Rabbit.
Wishing family and friends much happiness and good fortune.�?https://t.co/KMCV0mc0KB",0,IFTTT,
David Pace,242092101,"San Francisco, CA",1/22/2023 9:52,Chinese pray for health in Lunar New Year as Covid death toll rises https://t.co/VVWi2knxie,0,IFTTT,
bbll,1.56562E+18,"San Francisco, CA",1/22/2023 9:47,@tim_cook It’s Chinese new year . Why you always like change the other countries culture?Lunar new year?,0,Twitter for iPhone,
Samanthanelson,1.58998E+18,San Francisco,1/22/2023 9:46,This Bitcoin Chinese New Year Trade Has Been A winner for Last 8 Years #crypto #btc https://t.co/UrF6LvJVzL,0,Twitter Web App,
bbll,1.56562E+18,"San Francisco, CA",1/22/2023 9:46,"@OppayahTwitR @tim_cook Only Chinese new year is today,which country you think?",0,Twitter for iPhone,
𝖙𝖍𝖊 𝖍𝖔𝖙𝖙𝖊𝖘𝖙 𝖔𝖚𝖙,2372540858,"Oakland, CA",1/22/2023 9:35,I cleared all my unread texts 🥹 almost ready for a new year 🥹,0,Twitter for iPhone,
Bay Area Breakers MLP,1.60802E+18,"San Francisco, CA",1/22/2023 9:28,Happy Lunar New Year!! https://t.co/gINcIy2i8t,0,Twitter for iPhone,
Kuze,1.60811E+18,"San Francisco, CA",1/22/2023 9:28,I applied for BunnyList to join in the celebration of the Chinese New year festival knowing it will kick like judo�?https://t.co/zIL2F9N6Jc,0,Twitter for iPhone,
NiteOwl.eth / .tez 🦉☕🦉☕🦉 💊💊,968466949,"oakland, california",1/22/2023 9:21,"happy lunar new year.
and for my next trick.... https://t.co/SqcP9aiD9e",0,Twitter Web App,
Chris Kopyar,39573561,San Francisco,1/22/2023 9:19,@vsoe @angryasianman People gathering in good faith with their community to celebrate what should have been a lucky�?https://t.co/QPCjvS3lqZ,0,Twitter for iPhone,
🧧 Jon Wong 黃智�?🧧,33699673,"Oakland, CA",1/22/2023 9:16,😱😥 If this business was a restaurant I can tell you that the restaurant would be filled to the brim today with fami�?https://t.co/NExEbhrAKd,0,Twitter for iPhone,
Melissa Chan (she/her),38614460,"San Francisco, CA",1/22/2023 9:13,"CW: Gun violence

Another mass shooting. This time at a Lunar New Year festival in Monterey Park. Truly awful. https://t.co/5lEO9WMGFT",0,Twitter for Android,
Wokey_Dokey_ 🇺🇸❤️🇺🇦,1.45158E+18,"Oakland, CA",1/22/2023 9:07,@johnajonesIII Happy New Year to you too!,0,Twitter for iPhone,
Modern Mouse 🐭,81648104,"Alameda, CA",1/22/2023 9:00,"The New Moon occurs in China, marking the start of a Lunar New Year. This event is observed by many different cultu�?https://t.co/uQIkJpY5Kn",0,Buffer,
Modern Mouse 🐭,81648104,"Alameda, CA",1/22/2023 9:00,"Happy Lunar New Year! This adorable card is designed by artist #SixtyEightColors (Irvine, CA). 🐇

The design featur�?https://t.co/hyQwnPczCF",0,Buffer,
Burn Them All,4629293894,"San Francisco, CA",1/22/2023 9:00,@PopCrave Happy Chinese New Year,0,Twitter for Android,
Yi,1.23602E+18,your pocket,1/22/2023 8:58,"for the next few days (in the spirit of lunar new year) i will be on my most kindhearted, wholesome, loving, suppor�?https://t.co/Af0sHvb7zA",0,Twitter for iPhone,
ET K.,9.65973E+17,"San Francisco, CA",1/22/2023 8:49,Happy Chinese New Year Everyone! Gung Hay Fat Choy,0,Twitter Web App,
regular meghan 나영지 🐰,3184679568,"San Francisco, CA",1/22/2023 8:46,someone targeted an asian neighborhood during a new year festival and now possibly 16 people are dead when is this going to stop,1143,Twitter for iPhone,
samantae�?💜,1.31582E+18,"San Francisco, CA",1/22/2023 8:43,happy lunar new year! 🐰 https://t.co/FaDM0BodeR,0,Twitter for iPhone,
julia¹⁷�?1404842156896837636,"San Francisco, CA",1/22/2023 8:36,"if anyones near monterey park, please stay safe 🙏🏼  this is not how the lunar new year should begin 😢",4,Twitter for iPhone,,
Jimmy Q. Tran,1.10083E+18,"San Francisco, CA",1/22/2023 8:33,I’m absolutely disgusted that this happened right next to the site of today’s Lunar New Year festival. My dad usual�?https://t.co/ef3J18MOHS,0,Twitter for iPhone,
(((Jan Steckel))),2383103581,"Oakland, CA",1/22/2023 8:30,@StopAAPIHate @cynthiachoi1 @danieldevise @thehill Mass shooting an hour ago at a Lunar New Year celebration in Mon�?https://t.co/mPDjTBpnun,3,Twitter Web App,
🧧 Jon Wong 黃智�?🧧,33699673,"Oakland, CA",1/22/2023 8:29,"And to happen on Lunar New Year eve, the most important night of the Chinese calendar at a Lunar NYE celebration 😥😞",0,Twitter for iPhone,
Matt Kim,218195620,"San Francisco, CA",1/22/2023 8:28,Monterey Park is predominantly Asian American. The shooting happened near a Lunar New Year event. https://t.co/oalHSrNI2E,168,Twitter for iPhone,
JV,7.07071E+17,"San Francisco, CA",1/22/2023 8:23,happy lunar new year friends,0,Twitter for iPhone,
Marcel,214121967,"Oakland, California",1/22/2023 8:21,"I’m like why is fireworks going off in Oakland, oh yea lunar new year",0,Twitter Web App,
Jason Bach,35372368,"San Francisco, CA",1/22/2023 8:19,Happy new year 🧧🐇 https://t.co/hAPVkyPQxJ,0,Twitter for iPhone,
Dave Lee,1251785912,"San Francisco, CA",1/22/2023 8:15,My Apple Watch gave me a lunar new year award after I ran away from some fire crackers like a baby,0,Twitter for iPhone,
Emi Ray | Actor | Model | Birb Queen,1.11832E+18,"San Francisco, CA",1/22/2023 8:11,Ahh. My people are celebrating their new year. 😌,0,Twitter Web App,
Dave Lee,1251785912,"San Francisco, CA",1/22/2023 8:11,Happy new year from Chinatown https://t.co/O900a4ObjJ,6,Twitter for iPhone,
Giselle🦋🐇🇩🇪🇯🇵🇦🇹,1.41734E+18,"San Francisco, CA",1/22/2023 8:08,"biz trip tour in Asia #5 Singapore
Happy Lunar New Year🏮
Good bye Singapore Goodbye Asia!
See u again!!
#singapore�?https://t.co/Ca7lAmnChh",0,Twitter for iPhone,
E,1.33345E+18,Oakland ,1/22/2023 8:07,Happy New year,0,Twitter for iPhone,
valerie soe,26356096,"San Francisco, CA",1/22/2023 8:06,@angryasianman On New Year’s Eve 😢,0,Twitter for iPad,
Leon Frazier,1.59782E+18,Oakland CA,1/22/2023 8:05,Happy Chinese New Year 🧧 🐇  🐰,0,Twitter Web App,
Chase Center,4836530927,"San Francisco, CA",1/22/2023 8:05,"Wishing you luck, prosperity, and good health for the new year 🐇 https://t.co/GwAnw9XS12",9,Twitter Web App,
Chinese New Year Festival & Parade,9.52967E+17,"San Francisco, CA",1/22/2023 8:04,"Meanwhile, in Chinatown... 🎆🎉🎇 Happy 🐇 New 🐰 Year! From all of us at Alaska Airlines Chinese New Year Festival &amp; Pa�?https://t.co/B9nDPpBGIh",9,Twitter for iPhone,
Cary Soriano,14366235,San Francisco,1/22/2023 8:04,HAPPY CHINESE NEW YEAR!! https://t.co/yfgFQzkR9T,0,Twitter for Android,
🧧 Jon Wong 黃智�?🧧,33699673,"Oakland, CA",1/22/2023 8:01,The exhilarating rush to get back to my hotel before midnight so I can shower real quickly to not wash my fortune away for the new year 🧧,0,Twitter for iPhone,
5p1tba11 +r0ub135h00+ (dramatic adaptation),1580558286,"Oakland, CA",1/22/2023 8:01,happy lunar new year everybody,0,Twitter for iPhone,
Edward Arpon,1.48403E+18,"San Francisco, CA",1/22/2023 8:00,"Wishing you a Happy Chinese New Year! 

Gong Xi Fa Cai!🧧 

DRE 02169037

#happychinesenewyear #yearoftherabbit�?https://t.co/enTr2UYU6J",0,Canva,
College of Chemistry,3685885574,"Berkeley, CA",1/22/2023 7:59,Happy Lunar New Year / Year of the Rabbit from all of us @UCB_Chemistry ! 🐇 🎉🎉🎉 https://t.co/8XtsIJTFJd,2,TweetDeck,
Anthony Fernandez,1.35536E+18,"San Francisco, CA",1/22/2023 7:49,Happy New Year https://t.co/X1bAjKmp0f,11,Twitter for Android,
Wild Beautiful Clothing,1626595322,"San Francisco, CA",1/22/2023 7:45,@Misshuangh Happy New Year!,0,Twitter for Android,
noigDae,8.17525E+17,"Oakland, CA",1/22/2023 7:45,I guess we all said fuck the new year it’s day 21 &amp; it’s been more bullshit then the month December it’s self 😂🤦‍♂�?0,Twitter for iPhone,,
Lireille Gallery,86194636,"Oakland, CA",1/22/2023 7:44,Happy Chinese New Year! 😍 - https://t.co/ozY26FUTvl,0,Mailchimp,
i... gay 🏳️‍�?318081599,"South San Francisco, CA",1/22/2023 7:44,my sisters and i drew bunnies while visiting our parents for the lunar new year and i slapped a 新年快乐 on mine and no�?https://t.co/WGlu2IVioj,2,Twitter for Android,,
Dominique,852539832,"San Antonio, TX",1/22/2023 7:41,Happy Lunar New Year’s 🐲�?https://t.co/rlais5eQsn,0,Twitter for iPhone,
KTVU,15652540,"Oakland, CA",1/22/2023 7:40,More than a billion people worldwide will celebrate the Year of the Rabbit. Here's what to know about the two-week-�?https://t.co/b6AFJowcaO,1,True Anthem,
Hose-B (he/him),27972176,"San Francisco, CA",1/22/2023 7:37,Happy lunar new year! 🐰 #LunarNewYear2023,0,Twitter for iPhone,
"Zuzu's petals, PhD Kamala is my VP!! (she) ♥️ 🇺🇦",404641116,"San Francisco, CA",1/22/2023 7:36,@CaliforniaActi2 I live in SF and didn't even realize we had fireworks tonight. I feel like we kind of have random�?https://t.co/7nJzY6nbKb,0,Twitter for Android,
gabe,1.5453E+18,"San Francisco, CA",1/22/2023 7:34,@cto_junior happy lunar new year of rabbit,0,Twitter for iPhone,
Wild Beautiful Clothing,1626595322,"San Francisco, CA",1/22/2023 7:33,"Wishing everyone the world over a very happy, healthy, prosperous New Year!  #Aodai #fashion #FashionWeek�?https://t.co/v4EXANySPD",0,Twitter for Android,
Taylor Robinette,1.19744E+18,"San Francisco, CA",1/22/2023 7:29,Happy Chinese New Year! https://t.co/zcpb2vYusV,9,Twitter for iPhone,
Shohei Ohtani Stan Account,129951801,"San Francisco, CA",1/22/2023 7:28,Interesting that we don’t get lunar new year off�?.,3,Twitter for iPhone,
Christopher Moore,25893353,San Francisco,1/22/2023 7:27,Fireworks for Chinese New Year have been going off for 2 1/2 hours. No exaggeration.,1,Twitter Web App,
Martha Groves Perry,1710988352,San Francisco,1/22/2023 7:23,"Happy Lunar New Year! 💥🎆🌉

#LunarNewYear #Fireworks #SanFrancisco #TransAmericaTower #Chinatown #SalesForceTower�?https://t.co/TmV8BLb7ZO",1,Twitter Web App,
Robert Au,136373493,"San Francisco, CA",1/22/2023 7:21,Happy lunar new year y’all,0,Twitter for iPhone,
James 🚃,1.43479E+18,"El Cerrito, CA (SF Bay Area)",1/22/2023 7:17,@Jacob__ @Leftygayboi2 �?and I thought my school was crazy. We’ve had a new principal every year I’ve been here,0,Twitter for iPhone,
love&tinctures,28059807,"Oakland, CA",1/22/2023 7:16,Ok goodnight 🤍🐇 and happy lunar new year 🤍🐇 https://t.co/eIc13IRaS7,0,Twitter for iPhone,
kourge (parody arc) 🐀,7045262,"San Francisco, CA",1/22/2023 7:15,chinatown new year fireworks are where u find scared white boys and deranged pyro white boys (and nothing in between),0,Twitter for iPhone,
Amber Lee,340770960,"Oakland, CA",1/22/2023 7:15,Wishing you Happy Chinese New Year of the Rabbit. Please join #KTVU for our live coverage of the #CNY Parade on Feb�?https://t.co/svnUZUUV2j,3,Twitter for iPhone,
Mr MR,84051890,"San Francisco, CA",1/22/2023 7:07,@TheFederman @EmilyNguyenSF I have a few issues with their methodology but especially an assumption a set of tires�?https://t.co/ehnFgE1mC2,0,Twitter for iPhone,
TerryMcSweeney,18717370,"San Francisco, CA",1/22/2023 7:04,Lunar New Year fireworks are evident from our live cam of San Francisco. It’s been non stop for an hour at least. ⁦�?https://t.co/cO9evpjI4y,10,Twitter for iPhone,
Bingkoland,5373492,San Francisco,1/22/2023 7:03,Happy Lunar New Year y'all! 🐇 It's the year of the water rabbit so I had to go all in making this scene in�?https://t.co/TlRLahp6Uo,3,Twitter Web App,
emdawg !,1.24568E+18,"San Leandro, CA",1/22/2023 7:02,@monlcav lunar new year!,0,Twitter for iPhone,
tboe,1.05968E+18,"San Francisco, CA",1/22/2023 6:58,"@veratheape @BoredApeYC Happy Lunar New Year, Vera!",0,Twitter Web App,
Carol L. Weinfeld,62215955,"San Francisco, CA",1/22/2023 6:54,Happy Lunar New Year! https://t.co/aT4s6VJaf0,0,Twitter for Android,
Laurel Skurko,190354317,"San Francisco, CA",1/22/2023 6:44,Happy New Year! https://t.co/5iIGNzdMjz,0,Twitter for iPhone,
Zé,1457972790,oakland ,1/22/2023 6:44,SHEN YEN KUAI LE HO I LOVE CHINESE NEW YEAR https://t.co/NbtxPcahRm,1,Twitter Web App,
John Jones III,745743918,"Oakland, CA",1/22/2023 6:43,@WokeyDokey777 Thanks and Happy New Year!!!,0,Twitter for iPhone,
John Jones III,745743918,"Oakland, CA",1/22/2023 6:42,@atwmpastor @beachyclown Amen my Brotha and Happy New Year!,0,Twitter for iPhone,
Marin IJ,14239496,"San Rafael, CA",1/22/2023 6:41,Mill Valley school celebrates Lunar New Year https://t.co/jKdGAbVZ8x,0,SocialFlow,
Chuck Lai,14216972,San Francisco,1/22/2023 6:39,@itsamia Happy Lunar New Year! I got into a twitter argument over this last week. I’m Vietnamese and I’ve been anno�?https://t.co/zoNsgy52Nv,0,Twitter for iPhone,
John Jones III,745743918,"Oakland, CA",1/22/2023 6:35,@thehrgenius Happy New Year Carol!!!,0,Twitter for iPhone,
Michelle Lai | ml_sudo | ~tanned-sipped,1.00764E+18,"San Francisco, CA",1/22/2023 6:33,"1st day of 2023 I found myself stuck in an ancient elevator in Lisbon.

1st day of Lunar New Year I lock myself out�?https://t.co/XSJ1g0VO83",0,Twitter for iPhone,
Cindy Lim 林佩,9.73433E+17,"San Francisco, CA",1/22/2023 6:32,"@taphengsai Bye, Happy Chinese New Year. Yes, Lunar to you but it will always be Chinese NY to me.",0,Twitter for iPhone,
Erica Brescia 🇺🇦,23554268,"San Francisco, CA",1/22/2023 6:29,"@kevinsxu Happy Lunar New Year, Kevin!",0,Twitter for iPhone,
Shyam Varan Nath,16341065,"San Francisco, CA",1/22/2023 6:25,"Happy Lunar New Year!
Year of the #Rabbit https://t.co/A2sVS8MRbN https://t.co/WRXB4JB2pR",0,Twitter Web App,
"Sarah Souza, #BlackLivesMatter #Immigrants ✊🏾✊🏾",304090230,"San Francisco, California",1/22/2023 6:24,@cynthiachoi1 Happy New Year!,0,Twitter for iPhone,
Cheese,1.50977E+18,"Oakland, CA",1/22/2023 6:20,"3 weeks into the new year, how are those resolutions going? 👀",2,Twitter for iPhone,
Brian Riggsbee,1105570075,"San Francisco, CA",1/22/2023 6:18,"@09pop09 It’s sold out. But, I’m doing a final print run soon. Plus, new books are coming a little later this year. https://t.co/ln1k3a8IpX",0,Twitter for iPhone,
Alvin Lu,43271384,San Francisco,1/22/2023 6:16,"Happy new year!

(Ts'ui Po, Magpies and Hare, 1061) https://t.co/ls2GuEuZiy",1,Twitter Web App,
🦋,1.05953E+18,,1/22/2023 6:15,"New Year, New Roster",0,Twitter for iPhone,
Mandy,1488733873,San Francisco,1/22/2023 6:13,Lunar New Year’s Eve dinner - always a big feast #YearOfRabbit  Wishing everyone have a great year! https://t.co/gSrFulqwiU,0,Twitter for iPhone,
Yonca Bulut M.D.,1964846970,"Los Angeles, CA",1/22/2023 6:03,@thanh_neville Happy New Year ❤️🐇,0,Twitter for iPhone,
Vera Koo,8.21245E+17,"San Francisco, CA",1/22/2023 6:00,"Happy Chinese New Year!

🐇

#ChineseNewYear #YearoftheRabbit #CNY https://t.co/Tfv7qgi3Df",0,Hootsuite Inc.,
clarahsu,2975843890,"San Francisco, CA",1/22/2023 5:49,Happy Lunar New Year of the Rabbit - https://t.co/Sf9UdZS7x4 https://t.co/KA7PuPBFwP,0,Mailchimp,
Cindy Lim 林佩,9.73433E+17,"San Francisco, CA",1/22/2023 5:49,"@RnaudBertrand The Western MSM emphasizes that Lunar New Year is celebrated in Singapore, Malaysia and Indonesia. Y�?https://t.co/vzuEFJxtbF",3,Twitter Web App,
The Ynot Truth PodCast,1.43246E+18,"San Francisco, California",1/22/2023 5:46,"Gong Hei Fat Choy!
Happy Lunar New Year!

Note: Each year, in celebration of the Chinese New Year, I give gifts.�?https://t.co/HoxvCmKwfd",0,Twitter Web App,
