username,userid,profile_location,created_at,text,retweet_count,source,coordinates,,
Sojourn Church,7.56287E+17,"Portland, OR",1/15/2023 14:39,It‚Äôs a new year Sojourn family! A year in which we are continuing Onward in Christ as we live out our values of gos‚Ä?https://t.co/IN2x7DWlMb,0,Twitter for iPhone,,,
ùê∂ùëéùëöùëñùëôùëôùëíü¶ã,1123476488,"Portland, OR",1/15/2023 7:40,@kemimarie I went on 6 new ones last year üò¥,0,Twitter for iPhone,,,
Stephen Robinson,334178844,"Portland, OR",1/15/2023 6:40,"I‚Äôve never convinced Mrs. Robinson to eat goat with me but hey, it‚Äôs a new year. https://t.co/SbWfgs1IkE",0,Twitter for iPad,,,
Paul Buchanan,3045410986,"Portland, OR",1/15/2023 6:07,@OPB Lucky they survived after the second year in a row the city set a new record for traffic fatalities. Can yall‚Ä?https://t.co/f9KeAd06Tn,0,Twitter for Android,,,
en Taiko,1.57655E+18,"Portland, Oregon",1/15/2023 5:17,"We will be back at Richmond New Year's Festival on Friday, 6:30pm! We hope many Richmond families will come out and‚Ä?https://t.co/TonHltKXop",0,Twitter for Android,,,
Shelbs Ox,306497609,"Vancouver, WA",1/15/2023 4:34,"@ICC_99 You look happy, Ian! I hope the new year is treating you well. ‚ù§Ô∏è",0,Twitter for iPhone,,,
Christian Loring,47719438,Portland Oregon,1/15/2023 4:32,It‚Äôs a massive relief not having to rely on anyone but myself wanting for nothing and starting the new year off str‚Ä?https://t.co/VqVt7zRyPu,0,Twitter for iPhone,,,
PortlandCheap,2180999264,"Portland, OR",1/15/2023 4:32,Chinese New Year Cultural Fair https://t.co/OF9nljWQcF,0,PortlandCheap,,,
Elway Simpson,3311014849,,1/15/2023 4:32,"If Evero ends up not coming back to Denver, I would not mind Staley as our new DC next year.",0,Twitter for Android,,,
sacha!,7.37456E+17,"Portland, OR",1/15/2023 2:55,‚Ä¶and the station announcements are very clear. i also really enjoyed the door light indicators! having the whole wi‚Ä?https://t.co/WCQpU3rL8s,0,Twitter for iPhone,,,
LightShadowOnyx,2993706412,"vancouver, usa",1/15/2023 2:47,@Romudeth january second but I will say happy new year to my favorite streamers when they stream if I never got a c‚Ä?https://t.co/6yltvA5XYu,0,Twitter Web App,,,
KATU News,17994536,"Portland, Oregon",1/15/2023 2:00,"Lieutenant Christopher Lindsey said PPB responded to just over 80 overdose deaths in 2020, 135 in 2021, then 156 la‚Ä?https://t.co/sHoibfPH3A",1,TweetDeck,,,
Liz Crain,104261131,"Portland, OR",1/15/2023 1:56,Belated New Year's celebration with my M and K today. Walkabout + Dots. 1. Happy 2. Sad 3. Confused 4. Surprised ‚ù§Ô∏è‚Ä?https://t.co/b3UxjtLsaA,0,IFTTT,,,
Erat,1.4503E+18,"Portland, OR",1/14/2023 23:57,"Oh HELL YEAH, I just revived a 60+ year old Parker 21 fountain pen that was pissing ink all over my hand whenever I‚Ä?https://t.co/jVNMiLIvjr",0,Twitter for Android,,,
Grant Cummins üéπüèî‚öóÔ∏è,250218223,"Near Portland, Oregon",1/14/2023 23:28,"A quick Burgerville drive thru cheeseburger and fries

The Christmas eve Charlie horse clutch leg still hurts like‚Ä?https://t.co/TRUlr6tT05",0,Twitter Web App,,,
Brew Happy Crew,117896443,"Portland, OR",1/14/2023 23:21,At JPR Studios we sat at the Green Table to bring in the New Year. Learn about what some of our favorite brands hav‚Ä?https://t.co/LJBvr2cVH8,0,Instagram,"{'type': 'Point', 'coordinates': [-122.678249, 45.518237]}",,
5,621655024,"Portland, OR",1/14/2023 23:05,"im restarting the new year, my new year starts now so the past couple of weeks were a jk and never really happened",0,Twitter for iPhone,,,
Royalwise Solutions,1062036715,"Portland, OR",1/14/2023 22:46,"Was your New Year's Resolution to turn your hobby into a business? To succeed, there are some business basics you n‚Ä?https://t.co/XfMhnVSXPC",0,Hootsuite Inc.,,,
Janene Beeman,1.59339E+18,Vancouver WA,1/14/2023 21:10,"Let's kick off the New Year with a look at Elon Musk's latest. The Humanoid Robot Optimus (Prime?).

#TeslaOptimus‚Ä?https://t.co/tGxz3fGLcg",0,LeadConnector,,,
More Than Lupus,9.99811E+17,"Portland, OR",1/14/2023 21:02,New Healthy Habits for the New Year! https://t.co/Y7OzPbP3Az,0,Periscope,,,
ReluctantCynic,15671215,"Portland, OR",1/14/2023 20:59,"@ML_Philosophy This new year? Messing around with Twitter trolls who don't realize you're messing with them.

I hav‚Ä?https://t.co/AbLuYAaZdh",0,Twitter Web App,,,
Ivy Anne Van Hope (Comedian/Author),1.52051E+18,"Portland, OR",1/14/2023 20:26,@WutBroski Yeah things have taken a bit of new year blues. I‚Äôve posted some limited time things but the algorithm s‚Ä?https://t.co/o8jIpvuMOI,0,Twitter for iPad,,,
Liam Wynn,1.18104E+18,"Portland, Oregon",1/14/2023 20:13,Here's a great article on a community in Wales that celebrates New Years on the Old Calendar: https://t.co/WgESJSIixn,0,Twitter Web App,,,
ITerum Energy,1.53044E+18,"Portland, Oregon",1/14/2023 20:01,"According to a report, worldwide employment in renewable energy reached 12.7 million last year, a jump of 700,000 n‚Ä?https://t.co/0jmAQ7nH7y",0,Social Tweeting,,,
Eater Portland,77306553,"Portland, OR.",1/14/2023 20:00,Where to celebrate Lunar New Year in Portland https://t.co/9iGJFgGLF8 https://t.co/ISfhRHu2LK,0,SocialFlow,,,
Snailbones,8.995E+17,"Portland, OR",1/14/2023 19:35,One week from today we‚Äôll be back at it with some new noise at Turn! Turn! Turn!. Two weeks from today it‚Äôs Seattle‚Ä?https://t.co/H9MIzF7fnC,0,Twitter for iPhone,,,
Foster & Associates,2998576470,"Wilsonville, OR",1/14/2023 19:15,"With the new year, many people are thinking about retiring. Don't let your age determine when you stop working, con‚Ä?https://t.co/evN5yrtgTB",0,FMG Social,,,
wotterdog,282245266,"Portland, OR",1/14/2023 19:06,I'm bullish on WAWB in 2023. Great start to the new year üëè @BTCsessions @BitcoinShooter @kc_hodl @finaldenominatr  https://t.co/IIeFnmSite,2,Twitter Web App,,,
You might like,9.43184E+17,"Portland, OR",1/14/2023 19:02,New year new look https://t.co/n2TuL2JUNR,0,Twitter for iPhone,,,
atenniskook,18150112,"Vancouver, WA",1/14/2023 18:57,"@jackmurphylive üéØJust started seeing your tweets in my feed again. Happy New Year, Jack",0,Twitter for iPhone,,,
Nathaniel Capp,21521084,"Portland, OR",1/14/2023 18:50,"31. Tzolk‚Äôin: The Mayan Calendar (NEW)
Played for the first time this year and it tickles all the best parts of my‚Ä?https://t.co/LaCfQJmH4q",0,Twitter for iPhone,,,
Mary Queen üë∏üèº of Stonks,8.51637E+17,"Vancouver, WA",1/14/2023 18:40,"For EV makers likely impact of recession is slower growth, but not negative growth the overall economy experiences‚Ä?https://t.co/vTK2QjSA2D",0,Twitter for iPhone,,,
ceresprism,1.04691E+18,Portland,1/14/2023 18:30,"@InnuendoStudios Possibly new year, new deductible? Totally depends on your plan, whether the deductible applies to prescriptions, etc",0,Twitter Web App,,,
Dark Horse Comics,17105214,"Milwaukie, OR",1/14/2023 18:30,The Roadie by @HackinTimSeeley @Fran_Galan_art @ElTorres72 is one of @popculturesquad's top new series! More:‚Ä?https://t.co/lj5WsD3ON6,10,Sprout Social,,,
scout,1.24898E+18,pdx,1/14/2023 18:19,i‚Äôm trying to get into journaling in this new year and i‚Äôve been doing research and it is insane how few actually r‚Ä?https://t.co/RNuDD2g81D,0,Twitter for iPhone,,,
Timothy ‚ì?üå±üëΩ,14812985,Portland OR,1/14/2023 18:13,"Seeing a lot of folks have a tough start to the new year, hoping that things turn for the better soon. Some people‚Ä?https://t.co/Iyw9BioETx",0,Twitter for iPhone,,,
Barnes & Noble Bridgeport Village,4229017643,"Tigard, OR",1/14/2023 18:00,"We're almost halfway through January! It's not too late to start a New Year's Resolution! Whether it's mindfulness,‚Ä?https://t.co/8Gj60weYiT",0,Twitter Web App,,,
Nate Brantley,209938496,"Vancouver, WA",1/14/2023 17:52,@GerberKawasaki @GuyAdami Housing saw its bottom 45 days ago and we‚Äôre already seeing the new year bring inventory‚Ä?https://t.co/JFHDPudYTd,0,Twitter for iPhone,,,
SheerID,329928668,"Portland, OR",1/14/2023 17:44,#Students and #Military #Veterans: Why not start the new year off right with some stylish and comfortable new kicks‚Ä?https://t.co/MWrXBiOk5W,0,Hootsuite Inc.,,,
Tony Morse,1.17955E+18,"Portland, OR",1/14/2023 17:43,"Today I have 6 years of continuous sobriety. In the past year I ran my 3rd marathon, wrote an article that The Offs‚Ä?https://t.co/2S0wZrICJA",0,Twitter for iPhone,,,
Sojourn Church,7.56287E+17,"Portland, OR",1/14/2023 17:34,"It‚Äôs a new year and we are excited to start our annual Vision &amp; Values series as a church family tomorrow! 

Invite‚Ä?https://t.co/pGcCbMRLyq",0,Twitter for iPhone,,,
Andy,262332328,"Portland, OR",1/14/2023 17:33,"4. Michael Moorcock - Elric Of Melnibone (Elric Saga Vol. 1)

This collects book 1, 8, 2 and 3 and was released las‚Ä?https://t.co/oqSTtgvMvw",0,Twitter for iPhone,,,
Tay Mays,1.42775E+18,"Portland, OR",1/14/2023 17:01,"My 3 year old son has a new favorite word‚Ä¶it‚Äôs butthole. 
I called my dog a butthole one time in front of my toddler and he picks it up‚Ä?,0,Twitter for iPhone,
Jamie ‚Äúhubie halloween fan‚Ä?Carbone,42314531,Portland"," OR""",1/14/2023 17:00,"@anotherouatw As someone who watches the first two every year because they were pivotal parts of my childhood, this‚Ä?https://t.co/84hVQJu0iC",0,Twitter for iPhone
Cynthia Varady ~NaNoWriMo Winner~,320503013,"Portland, OR",1/14/2023 17:00,Happy New Year! https://t.co/mll2HcMEFD,0,Jetpack.com,,,
fisch,4197100460,portland,1/14/2023 16:46,"new singles from black pistol fire and the heavy out so far this year, gonna be a good year for people with the exact same music taste as me",0,Twitter for iPhone,,,
NAMI Multnomah,3596952132,"Portland, OR",1/14/2023 16:40,We had a great time celebrating the new year at our December NAMI Hike at Hoyt Arboretum! To join us at an upcoming‚Ä?https://t.co/VCJIA6j646,0,Buffer,,,
CityofGresham,58536467,"Gresham,Oregon",1/14/2023 16:27,#DYK that many household products contain ingredients that can pass through our wastewater treatment plant and end‚Ä?https://t.co/AyyWeJdKb7,0,Sprout Social,,,
Asha Dornfest,14645531,"Portland, OR",1/14/2023 16:18,"As you bring a new year into focus, this simple exercise can help you figure out where to begin. New post for paid‚Ä?https://t.co/2yO6mb5dpp",0,Buffer,,,
John Grandits,296951109,"Camas, WA",1/14/2023 16:03,"@jeffmills_bmt A LOT of froth was removed from more speculative assets last year, and if we get a soft landing this‚Ä?https://t.co/6nJHPDzVPO",0,Twitter for iPhone,,,
The Columbian Life,29227806,"Vancouver, WA",1/14/2023 16:00,"Now that a new year has arrived, for many, it may signal a time to finally tackle some of those long-held-off proje‚Ä?https://t.co/P0dc7FA3aE",0,SocialNewsDesk,,,
The Dog House Portland,1666408472,"Portland, Oregon",1/14/2023 15:15,"New year, new‚Ä? pup! ‚ú?üê∂ Have your furry friend start the new year with a fresh cut &amp; bath. Our grooming services w‚Ä?https://t.co/mkFVfgVufd",0,Sprout Social,,,
Erat,1.4503E+18,"Portland, OR",1/14/2023 15:04,I just deleted an account on another SoMe site where I've been posting about my fountain pen and tech obsessions. I‚Ä?https://t.co/Wk5QB7IuG3,0,Twitter for Android,,,
LXMXNT üåô,1.13291E+18,"Portland, OR",1/14/2023 15:00,Looks like I‚Äôm gonna have to change my ‚Äúweight-loss‚Ä?goals since I‚Äôve stacked so much new muscle over the last year‚Ä?https://t.co/dYn6QkL30N,0,Twitter for iPhone,,,
The Courage Practice ¬Æ,8.86823E+17,"Portland, OR",1/14/2023 14:01,"What aches deep within us is asking to be named &amp; liberated.
Let this New Year be the year you unbridle yourself, f‚Ä?https://t.co/jzKtN9Ba0O",0,LaterMedia,,,
K‚Ä?F‚Ä?22444966,"Portland, OR",1/14/2023 13:31,"@__Sunquil @MickeyFactz lmao, was that the ""Deja Vu"" video?  all i remember is them blowing up The Sphinx like they‚Ä?https://t.co/uom7dxR2v2",0,Twitter Web App,,,,
Andy Holloway,1.50233E+18,"Portland, Or",1/14/2023 13:00,"A cleaner new year includes the üõã! Try to vacuum upholstery once a month to remove dust, dirt, and any left-behind‚Ä?https://t.co/fzKcXivQYW",0,Twitter Web App,,,
Ken Tattoo,1547416351,,1/14/2023 11:45,@Karolain216 My new year not so good ended 30 years of my life and I was faithful never cheated and still no hot sex for 20 years,0,Twitter for Android,,,
üö¨,1.42446E+18,PDXüå≤üåπüåÅ,1/14/2023 7:45,i literally asked myself at the beginning of the year in my poems if i was going to be writing the same things and‚Ä?https://t.co/UVNllHRRXl,0,Twitter for Android,,,
david xu,203223677,"Portland, OR",1/14/2023 7:34,@Napocalypse @Tesla The demand for s/x was not enough. Dropping couple thousand on a 100k car wont spur demand so s‚Ä?https://t.co/ZL0IuGwvNz,0,Twitter for iPhone,,,
The New Stack,2327560616,"Portland, Oregon",1/14/2023 7:06,Let's check in on three of the most important concerns to web standards watchers as we enter a new year.‚Ä?https://t.co/z2CoYaEXar,0,Buffer,,,
Morgan Appleby,290958013,"Portland, OR",1/14/2023 7:05,@peace2uuu @HotTakeTommy2 Exactly - do some homework on candidates that seem out of place this year but might need‚Ä?https://t.co/NKHsQ8zvkN,0,Twitter for iPhone,,,
NerdyKeppie.com,8.89119E+17,"Portland, OR",1/14/2023 6:16,"@resilientAvery We moved that pattern set to the ""on new items by request only"" tab on the master pattern spreadshe‚Ä?https://t.co/vMgrjlEPCZ",0,Twitter for Android,,,
Nic,3300070500,"Portland, OR",1/14/2023 5:24,maybe my new year's resolution should have been to vaguepost more. this was kinda fun,0,Twitter Web App,,,
Pamela Fabrega,361022287,"Portland, Oregon",1/14/2023 4:48,Check out this listing I just added to my #Poshmark closet: RARE Nike Kyrie 5 ‚ÄúChinese New Year‚Ä?w/Traditional Bai‚Ä?https://t.co/BOAH6MJ8yI,0,Poshmark,,,
Boosted Snark,384129478,"Vancouver, WA",1/14/2023 3:13,@HieronymusRobot Merry New Year! https://t.co/ejoWCZE3MU,0,Twitter for iPhone,,,
RIPCITYHEX,1.40922E+18,"Portland, OR",1/14/2023 2:47,@SlothCrypto3 Noice! Always Thinking‚Ä¶What Up My Man! Hope all is well and Happy New Year BroBro! üí™ü´°üî•üòéüíØü§Ø‚ù§Ô∏èüëäüí•#HexRulz‚Ä?https://t.co/KdyvmWoFOc,0,Twitter for iPhone,,,
Cascadia Awakening,1.31647E+18,"Portland, OR",1/14/2023 2:29,@MatthewSitman @Jesse_Brenneman @KnowYrEnemyPod Bro-ing out about the exercise plan you‚Äôre using to get ripped in t‚Ä?https://t.co/IfMvt7FBi1,0,Twitter for iPhone,,,
Rob Wilcox,115268409,"Portland, Oregon",1/14/2023 1:36,This certainly demonstrates the impact of the contrast of overnight capital verses 10 year completion timelines. Of‚Ä?https://t.co/HWINzgqgGh,0,Twitter Web App,,,
The Columbian Life,29227806,"Vancouver, WA",1/14/2023 1:33,Actor Ezra Miller pleaded guilty Friday to a charge stemming from a break-in and theft of alcohol at a neighbor‚Äôs h‚Ä?https://t.co/IsjpkVV2P4,0,SocialNewsDesk,,,
Dr. Regina Lawrence,388473238,"Portland, OR",1/14/2023 1:31,"Delighted to welcome @BernhardClemm to the @polcommjournal team as our new Data Editor. Over the next year, we'll b‚Ä?https://t.co/fL3VEPKBwN",2,Twitter Web App,,,
Lance Wilson,1.59186E+18,"Portland, OR",1/14/2023 1:18,@jasonag07299922 @7Veritas4 @Jim_Jordan Yep and a new 25 -30 year old hot women every night.,0,Twitter for iPhone,,,
Fumerie Parfumerie,7.01589E+17,"Portland, OR",1/14/2023 0:59,WHAT'S NEW IN THE NEW YEAR? FUMERIE 2023 - https://t.co/zLuxHA1xvZ,0,Mailchimp,,,
Lake Oswego Review,91140226,"Lake Oswego, OR",1/14/2023 0:46,The Lake Oswego School Board postponed a decision on whether to give the city of Lake Oswego additional funding for‚Ä?https://t.co/QOMoUctosd,0,SocialNewsDesk,,,
Poppy in Portland - DemCastOR,2785259127,"Portland, Oregon",1/14/2023 0:28,"Watching and listening to my Jeff Beck CD/DVD combo, Jeff Beck: Live at the Hollywood Bowl from 2017...celebrating‚Ä?https://t.co/1tdys4JCZJ",0,Twitter Web App,,,
Roar!...eth,1692698502,"Portland, OR",1/14/2023 0:24,"@kryptobaby777 @DegenToonz @ethwhaledave @ApeGeneral_  @ZachHyatt___ 
I‚Äôd love to celebrate the one year anniversar‚Ä?https://t.co/30hB01jVnM",1,Twitter for iPhone,,,
Northwest Interagency Coordination Center,2400199717,"Portland, Oregon",1/14/2023 0:03,As we jump into the New üéâYear it‚Äôs time to take stock of the current üåßclimate and üî• fire outlook! This month‚Äôs üé•vid‚Ä?https://t.co/krVfly6XOS,3,Twitter Web App,,,
The Columbian Life,29227806,"Vancouver, WA",1/14/2023 0:02,Actor Ezra Miller pleaded guilty Friday to a charge stemming from a break-in and theft of alcohol at a neighbor‚Äôs h‚Ä?https://t.co/5FabmdebVR,0,SocialNewsDesk,,,
